Master PCN,Name,Final_Subdivision_Name,Unified_Group_Name,Source,Renamed
642470414,BAY CREEK AT WOODFIELD COUNTRY CLUB,BAY CREEK AT WOODFIELD,BAY CREEK AT,Grouped,True
642470230,BAY POINTE OF UNIVERSITY PARK,BAY POINTE OF UNIVERSITY,BAY POINTE OF,Grouped,True
643473037,BCP COND,BCP COND,BCP COND,Grouped,False
643463130,BEACON SQUARE AT BOCA RATON REPL,BEACON SQUARE AT BOCA,BEACON SQUARE AT,Grouped,True
643463127,BEACON SQUARE AT BOCA RATON,BEACON SQUARE AT BOCA,BEACON SQUARE AT,Grouped,True
643463131,BEACON SQUARE PROFESSIONAL CAMPUS CONDO,BEACON SQUARE PROFESSIONAL CAMPUS,BEACON SQUARE PROFESSIONAL,Grouped,True
643470524,BEL MARRA COND DECL FILED 5-1-80,BEL MARRA COND DECL,BEL MARRA COND,Grouped,True
643470404,BEL MARRA IN,BEL MARRA IN,BEL MARRA IN,Grouped,False
643471925,BELLE TERRE OF BOCA RATON COND DECL FILED 6-19-80,BELLE TERRE OF BOCA,BELLE TERRE OF,Grouped,True
643472810,BERESFORD COND,BERESFORD COND,BERESFORD COND,Grouped,False
643470541,BERKELEY CONDOMINIUM,BERKELEY CONDOMINIUM,BERKELEY CONDOMINIUM,Grouped,False
643473234,BERKELEY SQUARE COND DECL FILED 1-1-90 OR6318P378,BERKELEY SQUARE COND DECL,BERKELEY SQUARE COND,Grouped,True
642470205,BERMUDA RUN PAR 5 ARVIDA COUNTRY CLUB,BERMUDA RUN PAR 5,BERMUDA RUN PAR,Grouped,True
643472020,BERMUDA SQUARE SEC A IN,BERMUDA SQUARE SEC A,BERMUDA SQUARE SEC,Grouped,True
643472021,BERMUDA SQUARE SEC B IN,BERMUDA SQUARE SEC A,BERMUDA SQUARE SEC,Grouped,True
643471903,BEULAH HTS REPLAT IN,BEULAH HTS REPLAT IN,BEULAH HTS IN,Grouped,True
643471902,BEULAH HTS IN,BEULAH HTS IN,BEULAH HTS IN,Grouped,False
643473245,BIORDI REPL,BIORDI REPL,BIORDI,Grouped,True
643473001,BLAKES RESUB,BLAKES RESUB,BLAKES,Grouped,True
643471701,BLUE INLET IN,BLUE INLET IN,BLUE INLET IN,Grouped,False
642471211,BLUE LAKE RESIDENTIAL (DEACTIVATED),BLUE LAKE RESIDENTIAL DEACTIVATED,BLUE LAKE RESIDENTIAL,Grouped,True
642471212,BLUE LAKE TOWNHOMES,BLUE LAKE TOWNHOMES,BLUE LAKE TOWNHOMES,Grouped,False
643471617,BLUE WATER TOWNHOUSES PL,BLUE WATER TOWNHOUSES PL,BLUE WATER TOWNHOUSES,Grouped,True
643463217,BOCA BAY COLONY,BOCA BAY COLONY,BOCA BAY COLONY,Grouped,False
643463224,BOCA BAY COLONY SOUTH,BOCA BAY COLONY,BOCA BAY COLONY,Grouped,True
643463228,BOCA BAY EXECUTIVE BLDG COND DECL FILED 12-30-82 IN,BOCA BAY EXECUTIVE BLDG,BOCA BAY EXECUTIVE,Grouped,True
643473106,"BOCA BAYOU PH 1, 2 THRU 5 & 7 CONDOS",BOCA BAYOU PH 1,BOCA BAYOU PH,Grouped,True
643473222,BOCA BEACH APARTMENTS COND DECL FILED 3-30-84 IN,BOCA BEACH APARTMENTS COND,BOCA BEACH APARTMENTS,Grouped,True
643472819,BOCA BEACH CLUB REPL PARCEL A,BOCA BEACH CLUB REPL,BOCA BEACH CLUB,Grouped,True
643472814,BOCA BEACH CLUB (DEACTIVATED),BOCA BEACH CLUB DEACTIVATED,BOCA BEACH CLUB,Grouped,True
643472968,BOCA BEACH RESIDENCES CONDO,BOCA BEACH RESIDENCES CONDO,BOCA BEACH RESIDENCES,Grouped,True
643471930,BOCA BEL AIR COND,BOCA BEL AIR COND,BOCA BEL AIR,Grouped,True
643473034,BOCA BELLA COND,BOCA BEL AIR COND,BOCA BEL AIR,Grouped,True
643473204,BOCA CAPRI COND APTS SLY 218 FT OF ELY 198.54 FT OF THAT PT OF GOV LT 2 & TH,BOCA CAPRI COND APTS,BOCA CAPRI COND,Grouped,True
642472337,BOCA CENTER,BOCA CENTER,BOCA CENTER,Grouped,False
643472105,BOCA ESTE COND DECL FILED 1-11-85 IN,BOCA CERRO COND DECL,BOCA CERRO COND,Grouped,True
643463101,BOCA COMMERCE CENTER PH 1,BOCA COMMERCE CENTER PH,BOCA COMMERCE CENTER,Grouped,True
642470116,BOCA COMMERCIAL-INDUSTRIAL COND #2 DECL FILED 7-11-89 IN  OR6126P1126,BOCA COMMERCIALINDUSTRIAL COND 2,BOCA COMMERCIALINDUSTRIAL COND,Grouped,True
643463245,BOCA CROWN CENTRE CONDOMINIUM,BOCA CROWN CENTRE CONDOMINIUM,BOCA CROWN CENTRE,Grouped,True
642470125,BOCA ELEVEN CONDOMINIUM,BOCA ELEVEN CONDOMINIUM,BOCA ELEVEN CONDOMINIUM,Grouped,False
643472934,BOCA GOLFVIEW COND DECL FILED  5-26-82,BOCA GOLFVIEW COND DECL,BOCA GOLFVIEW COND,Grouped,True
643473237,BOCA GRANADA CENTRO COND,BOCA GRANADA APTS COND,BOCA GRANADA APTS,Grouped,True
643473232,BOCA GRANADA WEST INC,BOCA GRANADA WEST INC,BOCA GRANADA WEST,Grouped,True
643472954,BOCA GRAND,BOCA GRAND,BOCA GRAND,Grouped,False
643463202,BOCA HARBOUR 2ND SEC IN,BOCA HARBOUR 1ST SEC,BOCA HARBOUR 1ST,Grouped,True
643463201,BOCA HARBOUR 1ST SEC IN,BOCA HARBOUR 1ST SEC,BOCA HARBOUR 1ST,Grouped,True
643463203,BOCA HARBOUR 3RD SEC IN,BOCA HARBOUR 2ND SEC,BOCA HARBOUR 2ND,Grouped,True
643463303,BOCA HARBOUR ISLAND SEC IN,BOCA HARBOUR 3RD SEC,BOCA HARBOUR 3RD,Grouped,True
643463204,BOCA HARBOUR 4TH SEC IN,BOCA HARBOUR 3RD SEC,BOCA HARBOUR 3RD,Grouped,True
643463205,BOCA HARBOUR 5TH SEC IN,BOCA HARBOUR 4TH SEC,BOCA HARBOUR 4TH,Grouped,True
643463206,BOCA HARBOUR 6TH SEC IN,BOCA HARBOUR 5TH SEC,BOCA HARBOUR 5TH,Grouped,True
643463215,BOCA HARBOUR 8TH SEC IN,BOCA HARBOUR 6TH SEC,BOCA HARBOUR 6TH,Grouped,True
643463304,BOCA HARBOUR 7TH SEC REPLAT IN,BOCA HARBOUR 8TH SEC,BOCA HARBOUR 8TH,Grouped,True
643463301,BOCA HARBOUR 7TH SEC IN,BOCA HARBOUR 8TH SEC,BOCA HARBOUR 8TH,Grouped,True
643463211,BOCA HARBOUR REPL IN,BOCA HARBOUR REPL IN,BOCA HARBOUR IN,Grouped,True
643463302,BOCA HARBOUR REPLAT IN,BOCA HARBOUR REPL IN,BOCA HARBOUR IN,Grouped,True
643471940,BOCA HAVEN,BOCA HAVEN,BOCA HAVEN,Simple,False
643463248,BOCA HIGHLANDS,BOCA HIGHLANDS,BOCA HIGHLANDS,Grouped,False
643473047,BOCA CIELO COND DECL FILED 12-22-81,BOCA HILL COND DECL,BOCA HILL COND,Grouped,True
643473045,BOCA HILL COND DECL FILED,BOCA HILLS COND,BOCA HILLS COND,Grouped,True
643471804,BOCA HILLS COND,BOCA HILLS COND,BOCA HILLS COND,Grouped,False
643471725,BOCA OYSTER COND DECL FILED 7-18-86 IN OR4944P1778,BOCA HOUSE COND DECL,BOCA HOUSE COND,Grouped,True
643470821,BOCA HOUSE COND DECL FILED 3-15-79,BOCA HOUSE COND DECL,BOCA HOUSE COND,Grouped,True
643473056,CULVER HOUSE COND DECL FILED 2-17-89 IN OR5971P822,BOCA HOUSE COND DECL,BOCA HOUSE COND,Grouped,True
643472959,BOCA VIEW CONDOMINIUM,BOCA INLET CONDOMINIUM LTS,BOCA INLET CONDOMINIUM,Grouped,True
643472916,"BOCA INLET CONDOMINIUM LTS 1,2 & WLY 95.15 FT OF LT 3 & TR LYG NLY & ADJ THERETO",BOCA INLET CONDOMINIUM LTS,BOCA INLET CONDOMINIUM,Grouped,True
643473018,BOCA ISLANDS EAST IN,BOCA ISLANDS EAST IN,BOCA ISLANDS EAST,Grouped,True
643473020,BOCA ISLANDS EAST 1ST ADD IN,BOCA ISLANDS EAST IN,BOCA ISLANDS EAST,Grouped,True
643473023,BOCA ISLANDS EAST 2ND ADD IN,BOCA ISLANDS EAST 1ST,BOCA ISLANDS EAST,Grouped,True
643473017,BOCA ISLANDS SEC 5 IN,BOCA ISLANDS SEC 4,BOCA ISLANDS SEC,Grouped,True
643473016,BOCA ISLANDS SEC 4 IN,BOCA ISLANDS SEC 3,BOCA ISLANDS SEC,Grouped,True
643473006,BOCA ISLANDS SEC 1 IN,BOCA ISLANDS SEC 1,BOCA ISLANDS SEC,Grouped,True
643473021,BOCA ISLANDS SEC 7 IN,BOCA ISLANDS SEC 6,BOCA ISLANDS SEC,Grouped,True
643473008,BOCA ISLANDS SEC 2 IN,BOCA ISLANDS SEC 1,BOCA ISLANDS SEC,Grouped,True
643473019,BOCA ISLANDS SEC 6 IN,BOCA ISLANDS SEC 5,BOCA ISLANDS SEC,Grouped,True
643473011,BOCA ISLANDS SEC 3 IN,BOCA ISLANDS SEC 2,BOCA ISLANDS SEC,Grouped,True
643470406,BOCA KEYS IN,BOCA KEYS IN,BOCA KEYS IN,Grouped,False
643463230,BOCA LAKE ESTATES,BOCA LAKE ESTATES,BOCA LAKE ESTATES,Grouped,False
642472412,"BOCA LINDA EAST, WEST & NORTH  COND",BOCA LINDA EAST WEST,BOCA LINDA EAST,Grouped,True
643472960,BOCA LOFTS,BOCA LOFTS,BOCA LOFTS,Grouped,False
642471001,BOCA MADERA UNIT 1,BOCA MADERA UNIT 1,BOCA MADERA UNIT,Grouped,True
642471002,BOCA MADERA UNIT 2,BOCA MADERA UNIT 1,BOCA MADERA UNIT,Grouped,True
642471503,BOCA MADERA UNIT 3,BOCA MADERA UNIT 2,BOCA MADERA UNIT,Grouped,True
643471727,BOCA MANOR COND (DEACTIVATED),BOCA MANOR COND DEACTIVATED,BOCA MANOR COND,Grouped,True
643473052,CAMINO REAL COND (DEACTIVATED),BOCA MANOR COND DEACTIVATED,BOCA MANOR COND,Grouped,True
643472807,"BOCA MAR APTS COND 28-47-43, N 150 FT OF S 340 FT OF N 1/2 OF GOV LT 1 LYG E OF",BOCA MAR APTS COND,BOCA MAR APTS,Grouped,True
643473105,BOCA ROYAL APTS COND BLDG B,BOCA MAR APTS COND,BOCA MAR APTS,Grouped,True
643470427,BOCA MARINA,BOCA MARINA,BOCA MARINA,Simple,False
643470528,BOCA MARINA REPL,BOCA MARINA REPL,BOCA MARINA,Grouped,True
643473053,BOCA MARQUIS COND DEC FILED 8-31-84 IN,BOCA MARQUIS COND DEC,BOCA MARQUIS COND,Grouped,True
643463242,BOCA OAKS,BOCA OAKS,BOCA OAKS,Grouped,False
642470113,BOCA OFFICE & WAREHOUSE PARK DECL FILED 9-18-86 IN OR5010 P578,BOCA OFFICE WAREHOUSE PARK,BOCA OFFICE WAREHOUSE,Grouped,True
643471807,BOCA CERRO COND DECL FILED 3-24-81 OR3486P1433,BOCA OYSTER COND DECL,BOCA OYSTER COND,Grouped,True
643463233,BOCA PALM PROFESSIONAL PLAZA COND DEC FILED 1-14-85 IN,BOCA PALM PROFESSIONAL PLAZA,BOCA PALM PROFESSIONAL,Grouped,True
643473032,BOCA PALMS COND PORTION OF TR B CIVIC CENTER PLAZA (PB 29 P 202) IN DECL,BOCA PALMS COND PORTION,BOCA PALMS COND,Grouped,True
643471803,BOCA PINES COND,BOCA PINAR COND,BOCA PINAR COND,Grouped,True
643470818,BOCA PINAR COND,BOCA PINAR COND,BOCA PINAR COND,Grouped,False
642472240,BOCA PINES OF VERDE TRAIL,BOCA PINES OF VERDE,BOCA PINES OF,Grouped,True
643473060,BOCA PLAZA,BOCA PLAZA,BOCA PLAZA,Grouped,False
643463243,BOCA PRESERVE,BOCA PRESERVE,BOCA PRESERVE,Grouped,False
643470447,BOCA QUAY,BOCA QUAY,BOCA QUAY,Grouped,False
643470448,BOCA QUAY PH 3,BOCA QUAY PH 3,BOCA QUAY PH,Grouped,True
642471101,BOCA RATON BATH & TENNIS CLUB,BOCA RATON BATH TENNIS,BOCA RATON BATH,Grouped,True
642471410,BOCA RATON BATH & TENNIS CLUB ADD,BOCA RATON BATH TENNIS,BOCA RATON BATH,Grouped,True
643471735,BOCA RATON BLVD OFFICE CENTER,BOCA RATON BLVD OFFICE,BOCA RATON BLVD,Grouped,True
643473057,BOCA RATON CEMETERY & BOCA RATON CEMETERY REPL PB27P71,BOCA RATON CEMETERY BOCA,BOCA RATON CEMETERY,Grouped,True
642471303,BOCA RATON COMMUNITY HIGH SCHOOL PL,BOCA RATON COMMUNITY HIGH,BOCA RATON COMMUNITY,Grouped,True
643473205,BOCA RATON HARBOUR APTS COND SLY 420 FT OF NLY 996.27 FT OF TH PT OF GOV LT 2 W OF,BOCA RATON HARBOUR APTS,BOCA RATON HARBOUR,Grouped,True
643473055,BOCA RATON HEIGHTS APTS INC,BOCA RATON HEIGHTS APTS,BOCA RATON HEIGHTS,Grouped,True
643470702,BOCA RATON HILLS SEC 3,BOCA RATON HILLS SEC,BOCA RATON HILLS,Grouped,True
643471728,BOCA RATON HILLS SEC 2,BOCA RATON HILLS SEC,BOCA RATON HILLS,Grouped,True
643471729,BOCA RATON HILLS SEC 2 REPL,BOCA RATON HILLS SEC,BOCA RATON HILLS,Grouped,True
643471931,BOCA RATON HILLS SEC 1,BOCA RATON HILLS SEC,BOCA RATON HILLS,Grouped,True
643472947,BOCA RATON HOTEL & CLUB GOLF COURSE/OPEN SPACE REPL,BOCA RATON HOTEL CLUB,BOCA RATON HOTEL,Grouped,True
643472953,BOCA RATON HOTEL & CLUB RESIDENTIAL HOTEL REPL,BOCA RATON HOTEL CLUB,BOCA RATON HOTEL,Grouped,True
643472936,BOCA RATON HOTEL & CLUB,BOCA RATON HOTEL CLUB,BOCA RATON HOTEL,Grouped,True
643472901,BOCA RATON IN,BOCA RATON IN,BOCA RATON IN,Grouped,False
643473002,BOCA RATONE HGTS IN,BOCA RATON IN,BOCA RATON IN,Grouped,True
643471702,BOCA RATON INDUSTRIAL PARK IN,BOCA RATON INDUSTRIAL PARK,BOCA RATON INDUSTRIAL,Grouped,True
642471215,BOCA RATON INNOVATION CAMPUS LAND CONDO,BOCA RATON INNOVATION CAMPUS,BOCA RATON INNOVATION,Grouped,True
643473007,BOCA RATON MANORS ADD IN,BOCA RATON MANORS ADD,BOCA RATON MANORS,Grouped,True
642472425,BOCA RATON MEDICAL ARTS CENTER COND DECL FILED 6-18-81,BOCA RATON MEDICAL ARTS,BOCA RATON MEDICAL,Grouped,True
642472432,BOCA RATON MEDICAL PLAZA COND  DEC FILED 3-6-84 IN,BOCA RATON MEDICAL ARTS,BOCA RATON MEDICAL,Grouped,True
643470844,BOCA RATON PORTICOS CONDO,BOCA RATON PORTICOS CONDO,BOCA RATON PORTICOS,Grouped,True
643472102,BOCA RATON RIVIERA COND DECL FILED 3-28-79 OR3031P1798 AMEND 3075P248,BOCA RATON RIVIERA UNIT,BOCA RATON RIVIERA,Grouped,True
643472010,BOCA RATON RIVIERA UNIT C IN,BOCA RATON RIVIERA UNIT,BOCA RATON RIVIERA,Grouped,True
643472011,BOCA RATON RIVIERA UNIT D IN,BOCA RATON RIVIERA UNIT,BOCA RATON RIVIERA,Grouped,True
643472009,BOCA RATON RIVIERA UNIT B IN,BOCA RATON RIVIERA UNIT,BOCA RATON RIVIERA,Grouped,True
643472008,BOCA RATON RIVIERA UNIT A IN,BOCA RATON RIVIERA UNIT,BOCA RATON RIVIERA,Grouped,True
642472502,BOCA RATON SQUARE UNIT 2 IN,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472503,BOCA RATON SQUARE UNIT 3 IN,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472516,BOCA RATON SQUARE UNIT 11 IN,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472523,BOCA RATON SQUARE UNIT 14 IN,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472524,BOCA RATON SQUARE UNIT 15 IN,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472515,BOCA RATON SQUARE UNIT 10 IN,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472526,BOCA RATON SQUARE NO 17 IN,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472514,BOCA RATON SQUARE UNIT 8 IN,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472521,BOCA RATON SQUARE UNIT 12,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472513,BOCA RATON SQUARE UNIT 7 IN,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472527,BOCA RATON SQUARE NO 16 IN,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472529,BOCA RATON SQUARE NO 16 AMENDED PL,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472512,BOCA RATON SQUARE NO 9 IN,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472530,BOCA RATON SQUARE UNIT 19,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472509,BOCA RATON SQUARE UNIT 6,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472531,BOCA RATON SQUARE UNIT 18,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
643473003,BOCA RATON SQUARE GATEWAY IN,BOCA RATON SQUARE TERRACE,BOCA RATON SQUARE,Grouped,True
642472505,BOCA RATON SQUARE UNIT 5 IN,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472504,BOCA RATON SQUARE UNIT 4 IN,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472501,BOCA RATON SQUARE UNIT 1 IN,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472528,BOCA RATON SQUARE TERRACE,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
642472522,BOCA RATON SQUARE UNIT 13 IN,BOCA RATON SQUARE UNIT,BOCA RATON SQUARE,Grouped,True
643472027,BOCA RATONE LAND COS DEV,BOCA RATONE LAND COS,BOCA RATONE LAND,Grouped,True
643472801,BOCA RATONE POR LA MAR,BOCA RATONE POR LA,BOCA RATONE POR,Grouped,True
643472802,BOCA RATONE POR LA MAR 2ND AMND PL,BOCA RATONE POR LA,BOCA RATONE POR,Grouped,True
643472904,BOCA RATON POR LA MAR (AMND PLAT),BOCA RATONE POR LA,BOCA RATONE POR,Grouped,True
643470828,BOCA RICA VILLAS COND DECL FILED 9-2-83 IN,BOCA RICA VILLAS COND,BOCA RICA VILLAS,Grouped,True
643473035,BOCA REAL VILLAS COND I DECL FILED 08-08-74 IN OR2338P0075,BOCA RICA VILLAS COND,BOCA RICA VILLAS,Grouped,True
643472005,BOCA ROSA HGTS IN,BOCA ROSA HGTS IN,BOCA ROSA HGTS,Grouped,True
643473236,BOCA GRANADA APTS COND DECL FILED 9-23-94 IN OR8438P1285,BOCA ROYAL APTS COND,BOCA ROYAL APTS,Grouped,True
643472932,BOCA ROYAL PALM APTS COND DECL FILED 5-16-80,BOCA ROYAL PALM APTS,BOCA ROYAL PALM,Grouped,True
643473213,BOCA SOUTH COND,BOCA SOUTH COND,BOCA SOUTH COND,Grouped,False
642470108,BOCA TECH PH 2,BOCA TECH PH 2,BOCA TECH PH,Grouped,True
642471206,BOCA TECHNOLOGY CENTER PL 1,BOCA TECHNOLOGY CENTER PL,BOCA TECHNOLOGY CENTER,Grouped,True
642470107,BOCA TECH-PHASE ONE,BOCA TECHPHASE ONE,BOCA TECHPHASE ONE,Grouped,True
643470509,BOCA TEECA COND NO 2 DECL IN,BOCA TEECA COND NO,BOCA TEECA COND,Grouped,True
643470515,BOCA TEECA COND NO 6,BOCA TEECA COND NO,BOCA TEECA COND,Grouped,True
643470525,BOCA TEECA COND NO 10 DECL FILED 4-14-82,BOCA TEECA COND NO,BOCA TEECA COND,Grouped,True
643470514,BOCA TEECA COND UNIT FIVE,BOCA TEECA COND NO,BOCA TEECA COND,Grouped,True
643470520,"BOCA TEECA COND NO 8 BLDG 1,2  3 & 4",BOCA TEECA COND NO,BOCA TEECA COND,Grouped,True
643470513,BOCA TEECA COND UNIT FOUR LTS 2 & 3 BLK 3 & LTS 4 TO 10 INC BLK 3 BOCA TEECA SEC,BOCA TEECA COND NO,BOCA TEECA COND,Grouped,True
643470523,BOCA TEECA CONDO NO 9,BOCA TEECA COND UNIT,BOCA TEECA COND,Grouped,True
643470511,BOCA TEECA CONDOMINIUM UNIT THREE S1/2 OF LT 3 ALL LTS 4 THRU 11 INCL & N1/2,BOCA TEECA CONDOMINIUM UNIT,BOCA TEECA CONDOMINIUM,Grouped,True
643470508,"BOCA TEECA CONDOMINIUM UNIT ONE, LTS 1 TO 4 BLK 2 OF BOCA TEECA SEC 1 (PB28P167)",BOCA TEECA CONDOMINIUM UNIT,BOCA TEECA CONDOMINIUM,Grouped,True
643470519,BOCA TEECA NO 7 COND,BOCA TEECA NO 7,BOCA TEECA NO,Grouped,True
643470507,BOCA TEECA SEC 1,BOCA TEECA SEC 1,BOCA TEECA SEC,Grouped,True
643470517,BOCA TEECA SEC 4,BOCA TEECA SEC 1,BOCA TEECA SEC,Grouped,True
643470518,BOCA TEECA SEC 5,BOCA TEECA SEC 4,BOCA TEECA SEC,Grouped,True
642472609,BOCA TERRACE COND PHASE I & II,BOCA TERRACE COND PHASE I & II,BOCA TERRACE COND,Simple,True
642471003,BOCA TIERRA 1ST SECTION,BOCA TIERRA 1ST SECTION,BOCA TIERRA 1ST,Grouped,True
642471005,BOCA TIERRA 2ND SEC,BOCA TIERRA 2ND SEC,BOCA TIERRA 2ND,Grouped,True
642471009,BOCA TIERRA 3RD SECTION,BOCA TIERRA 2ND SEC,BOCA TIERRA 2ND,Grouped,True
642471012,BOCA TIERRA 2ND SEC,BOCA TIERRA 2ND SEC,BOCA TIERRA 2ND,Grouped,True
643471607,BOCA TOWERS COND,BOCA TOWERS COND,BOCA TOWERS COND,Grouped,False
643473211,OCEAN TOWERS CONDO,BOCA TOWERS COND,BOCA TOWERS COND,Grouped,True
643473027,"BOCA TOWNE CENTRE COND A,B,C,D & E",BOCA TOWNE CENTRE COND,BOCA TOWNE CENTRE,Grouped,True
643471718,BOCA VERDE COND W 345 FT OF E 801.51 FT OF SW 1/4 LYG S OF WINFIELD PK,BOCA VERDE COND W,BOCA VERDE COND,Grouped,True
643471719,BOCA VERDE EAST COND ELY 453.08 FT OF SW 1/4 LYG S OF WINFIELD PK UNIT 1,BOCA VERDE COND W,BOCA VERDE COND,Grouped,True
643473210,BOCA REEF CONDOMINIUM,BOCA VIEW CONDOMINIUM,BOCA VIEW CONDOMINIUM,Grouped,True
643463237,BOCA VILLA APTS,BOCA VILLA APTS,BOCA VILLA APTS,Grouped,False
642471209,BOCA VILLAGE PL 2,BOCA VILLAGE PL 2,BOCA VILLAGE 2,Grouped,True
642472416,BOCA VILLAGE PHASE I COND,BOCA VILLAGE PL 2,BOCA VILLAGE 2,Grouped,True
643470712,BOCA VILLAGE CORPORATE CENTER II CONDO,BOCA VILLAGE CORPORATE CENTER,BOCA VILLAGE CORPORATE,Grouped,True
643470713,BOCA VILLAGE EXECUTIVE CENTRE CONDO,BOCA VILLAGE EXECUTIVE CENTRE,BOCA VILLAGE EXECUTIVE,Grouped,True
642471207,BOCA VILLAGE MASTER PL,BOCA VILLAGE MASTER PL,BOCA VILLAGE MASTER,Grouped,True
642472417,BOCA VILLAGE PHASE I-A COND,BOCA VILLAGE PHASE I,BOCA VILLAGE PHASE,Grouped,True
642472418,BOCA VILLAGE PHASE II COND AS  IN DECL IN,BOCA VILLAGE PHASE IA,BOCA VILLAGE PHASE,Grouped,True
643472019,BOCA VILLAS HGTS IN,BOCA VILLAS HGTS IN,BOCA VILLAS HGTS,Grouped,True
643472017,BOCA VILLAS SEC B IN,BOCA VILLAS SEC A,BOCA VILLAS SEC,Grouped,True
643472016,BOCA VILLAS SEC A IN,BOCA VILLAS SEC A,BOCA VILLAS SEC,Grouped,True
643472018,BOCA VILLAS SEC C IN PB 24 PGS 131 & 132,BOCA VILLAS SEC B,BOCA VILLAS SEC,Grouped,True
642472426,BOCA VISTA COND DECL FILED 9-23-80 IN,BOCA VISTA COND DECL,BOCA VISTA COND,Grouped,True
643470601,BOCA VISTA SUB OF BOCA RATON IN,BOCA VISTA SUB OF,BOCA VISTA OF,Grouped,True
643471705,BOCA WOODS REPLAT IN,BOCA WOODS REPLAT IN,BOCA WOODS IN,Grouped,True
643471704,BOCA WOODS IN,BOCA WOODS IN,BOCA WOODS IN,Grouped,False
643472958,BOCA GRAND CONDOMINIUM,BOCAR CONDOMINIUM,BOCAR CONDOMINIUM,Grouped,True
643470837,BOULEVARD COMMERCE PARK,BOULEVARD COMMERCE PARK,BOULEVARD COMMERCE PARK,Grouped,False
642472618,BRAMALEA UNICORP BOCA RATON 2ND ADD,BRAMALEA UNICORP BOCA RATON,BRAMALEA UNICORP BOCA,Grouped,True
642472619,BRAMALEA UNICORP BOCA RATON,BRAMALEA UNICORP BOCA RATON,BRAMALEA UNICORP BOCA,Grouped,True
642473516,BRAMALEA UNICORP BOCA RATON,BRAMALEA UNICORP BOCA RATON,BRAMALEA UNICORP BOCA,Grouped,True
642472616,BRAMALEA UNICORP BOCA RATON FIRST ADDITION,BRAMALEA UNICORP BOCA RATON,BRAMALEA UNICORP BOCA,Grouped,True
642473515,BRAMALEA UNICORP BOCA RATON,BRAMALEA UNICORP BOCA RATON,BRAMALEA UNICORP BOCA,Grouped,True
643472812,BREAKERS AT BOCA COND DECL FILED 7-28-81 IN (DEACTIVATED),BREAKERS AT BOCA COND,BREAKERS AT BOCA,Grouped,True
642470420,BRIARCLIFF AT WOODFIELD COUNTRY CLUB,BRIARCLIFF AT WOODFIELD COUNTRY,BRIARCLIFF AT WOODFIELD,Grouped,True
642470425,BRIARCLIFF AT WOODFIELD COUNTRY CLUB PL 2,BRIARCLIFF AT WOODFIELD COUNTRY,BRIARCLIFF AT WOODFIELD,Grouped,True
642470317,BRIDGEPOINTE AT BROKEN SOUND CON DECL FILED 3-17-93,BRIDGEPOINTE AT BROKEN SOUND,BRIDGEPOINTE AT BROKEN,Grouped,True
643471609,BRIGHTON COND DECL FILED 12-8-79,BRIGHTON COND DECL FILED,BRIGHTON COND FILED,Grouped,True
643463247,BROADSTONE AT NORTH BOCA VILLAGE,BROADSTONE AT NORTH BOCA,BROADSTONE AT NORTH,Grouped,True
642470236,BROKEN SOUND CLUB,BROKEN SOUND CLUB,BROKEN SOUND CLUB,Grouped,False
642470122,BROKEN SOUND CORP CENTER COND,BROKEN SOUND CORP CENTER,BROKEN SOUND CORP,Grouped,True
642470311,BROKEN SOUND OF UNIVERSITY PARK PAR 28,BROKEN SOUND OF UNIVERSITY,BROKEN SOUND OF,Grouped,True
642470313,BROKEN SOUND OF UNIVERSITY PARK PAR 17,BROKEN SOUND OF UNIVERSITY,BROKEN SOUND OF,Grouped,True
642470310,BROKEN SOUND OF UNIVERSITY PARK PAR 18,BROKEN SOUND OF UNIVERSITY,BROKEN SOUND OF,Grouped,True
642470226,BROKEN SOUND OF UNIVERSITY PARK PAR 31,BROKEN SOUND OF UNIVERSITY,BROKEN SOUND OF,Grouped,True
