"Listing Number","Cumulative DOM","Days On Market","Short Address","Baths - Full","Baths - Half","Cancel Date","Listing Date","List Price","Front Exp","Expiration Date","Parcel ID","Sold Date","Sold Price","SqFt - Living","SqFt - Total","Under Contract Date","Withdrawn Date","Year Built","Year Roof Installed","SqFt - Guest House","Construction: CBS","Storm Protection: Accordion Shutters","Storm Protection: Impact Glass","Storm Protection: Panel Shutters","Public Remarks","Area","Temp Off Market Date","Garage Spaces","Furnished: Furnished","Subdivision","Terms of Sale","Zip Code","Baths - Total","City","Guest House","High School","Homeowners Assoc","Lot SqFt","Private Pool","Legal Desc","Spa","State/Province","Street #","Tax Year","Taxes","Total Bedrooms","Total Floors/Stories","Total Units in Bldg","Ttl Units in Complex","Original List Price","Unit Floor #","Unit #","Type","Geo Lat","Geo Lon","HOA/POA/COA (Monthly)","Special Assessment","Waterfront","Status","Status Change Date","Subdiv. Amenities: Tennis","Subdiv. Amenities: Pool","Subdiv. Amenities: Manager on Site","Subdiv. Amenities: Fitness Center","Subdiv. Amenities: Elevator","Subdiv. Amenities: Golf Course","Subdiv. Amenities: Clubhouse","Security: Gate - Manned","Security: Gate - Unmanned","Security: Doorman","Security: Lobby","Parking: Garage - Building","Parking: Garage - Detached","Parking: Open","Parking: Covered","Lot Description: < 1/4 Acre","Lot Description: 1 to < 2 Acres","Lot Description: 1/2 to < 1 Acre","Lot Description: 1/4 to 1/2 Acre","Gated Community","Development Name","Listing Agent","Listing Office","Buyer Agent","Buyer Office","Fallthrough Date"
"RX-10874232","13","13","2537 Vista Del Prado Drive","3","0","","2023-03-16","1350000.00","E","","73414414250000220","2023-04-21","1250000.00","1561.00","2069.00","2023-03-29","","1987","","","Yes","","Complete","","Completely renovated Las Casitas! This 3 bedroom/3 full bath home is move in ready. Beautiful updates including venetian plaster walls, impact french doors and a masterful kitchen adorned with carrara marble, 6 burner gas range, wine fridge and more. Relax in the outdoor space with both a perfectly situated pool and gazabo overlooking the Dunes preserve.","5520","","0.00","","LAS CASITAS","Cash","33414","3.00","Wellington","","","M","90.00","Yes","LAS CASITAS PL 3 LT 22","","FL","2537","2022","6300.00","3","1.00","4","","1350000.00","1.00","","VL","26.643659","-80.221524","1133.33","No","No","C","2023-05-01","Yes","","","Yes","","Yes","","Yes","","","","","","","","Yes","","","","Y","PALM BEACH POLO","Casey Flannery","Equestrian Sotheby's International Realty Inc. (802501)","Avery Anna Hogan","Douglas Elliman (pb802465)",""
"RX-10874193","3","3","14332 Belmont Trace","2","1","","2023-03-15","3550000.00","N","","73414417010690040","2023-04-28","3500000.00","2498.00","8245.00","2023-03-18","","1994","","","Yes","","","","3.88 ACRES IN SADDLE TRAIL!! This equestrian property has two barns for a total of 16 stalls, 2 tack rooms, 1 feed room, 1 half bathroom & 2 wash racks. Property has a 200' x 100' riding arena and 8 paddocks. There is also a 4 bedroom, 2-1/2 bath pool home. The A/C unit was replaced in 2022. A short hack to the showgrounds, this property will not last long!","5520","","2.00","","SADDLE TRAIL PARK OF WELLINGTON","Cash","33414","2.10","Wellington","","","N","169218.00","Yes","SADDLE TRAIL PARK OF WELLINGTON LTS 4 & 5 BLK 69","","FL","14332","2022","16576.10","3","1.00","","","3550000.00","","","SF","26.645484","-80.275283","","No","No","C","2023-05-01","","","","","","","","","","","","","","","","","","","","N","","Craig Martin","Wellington Equestrian Realty (802001)","Rodolfo Maya","Illustrated Properties LLC (We (404291)",""
"RX-10870535","14","14","1874 Shower Tree Way","2","0","","2023-03-03","525000.00","W","","73414411050080280","2023-04-25","525000.00","1684.00","2180.00","2023-03-18","","1986","2003","","Yes","","","Complete","NO HOA and in the heart of Wellington! This beautifully maintained home offers 3 bedrooms, 2 bathrooms, 2 car garage and is located in the highly sought after community of Eastwood. Drive up to the home and find meticulously manicured mature landscaping and oversized paver driveway. Walk in to discover beautifully laid tile throughout with the interior freshly painted. The oversized living room is perfect for relaxing with the family and has windows that allow for tons of natural light. The kitchen was completely remodeled (2017) and includes solid wood cabinetry with upgraded hardware, large center island with  pendant lighting, beautiful granite countertops with diagonal tile backsplash, stainless steel Whirlpool appliances, upgraded LED recessed lighting, and(See Supplemental Sheet)","5520","","2.00","","Eastwood","FHA","33414","2.00","Wellington","","Palm Beach Central","N","","No","EASTWOOD NO 3 OF WELLINGTON LT 28 BLK 8","","FL","1874","2022","5213.00","3","1.00","","","525000.00","","","SF","26.652686","-80.221452","","No","No","C","2023-05-01","","","","","","","","","","","","","","","","Yes","","","","N","","Brett Colby","RE/MAX Direct (276562796)","Maria Padron","Trinity Luxe Realty Inc (276663780)",""
"RX-10872360","13","13","11790 Saint Andrews Place 202","2","0","","2023-03-09","419500.00","S","","73414414460092020","2023-04-28","389500.00","1492.00","1492.00","2023-03-22","","2001","","","Yes","","","Complete","3 bedroom, 2 full bath condo at Wellington's premier condo community. FRONT GARAGE with driveway for 2nd vehicle. Close to all amenities.","5520","","1.00","","ST ANDREWS AT POLO CLUB CONDO","Convention","33414","2.00","Wellington","","","M","","No","ST ANDREWS AT POLO CLUB CONDOMINIUM UNIT 9-202","","FL","11790","2022","5493.31","3","3.00","22","200.00","419500.00","2.00","202","CD","26.650726","-80.233129","477.00","No","No","C","2023-05-01","Yes","Yes","Yes","Yes","","","Yes","Yes","","","","","Yes","","","","","","","Y","","Thompson Shea","Preferred Properties, Inc. (801675)","Dave Magua","The Keyes Company (606337)",""
"RX-10853488","79","79","1381 Clydesdale Avenue","4","0","","2022-12-21","2975000.00","W","","73414408010380120","2023-05-01","2750000.00","3080.00","4184.00","2023-03-10","","1991","","","Yes","","Complete","","Be the first to live in this brand newly renovated home! This CBS, 5bed/4bath, reimagined pool home sits on 2.78acres in the private and quiet Paddock Park neighborhood, just minutes to Wellington International and Global Dressage. The home is ready for you to move right in! It was taken to the studs and made anew. When you enter the Dutch blue, double front doors, experience the modern, inviting and warm ambiance this home offers. It has high ceilings, an open and split floor plan, porcelain tile flooring throughout, recessed lighting on smart dimmer switches that can be verbally controlled, linear AC vents, and complete impact windows and doors. The kitchen features stainless steel Fulgor Milano appliances, breakfast bar, stunning sandblasted waterfall island and - SEE MORE.","5520","","2.00","","PADDOCK PARK 2 OF WELLINGTON","Cash","33414","4.00","Wellington","","","N","121097.00","Yes","PADDOCK PARK NO 2 OF WELLINGTON LOT 12 BLK 38","","FL","1381","2023","8791.40","5","1.00","","","3100000.00","","","SF","26.661241","-80.282266","","No","No","C","2023-05-01","","","","","","","","","","","","","Yes","","","","","","","N","","Susan Dutta","Keller Williams Realty - Welli (608305)","Kellie Wilson","Coldwell Banker Realty (400045)",""
"RX-10855221","76","76","3173 Blue Cypress Lane","4","2","","2023-01-03","4699999.00","S","","73414415230000300","2023-05-01","4700000.00","3711.00","5087.00","2023-03-20","","2015","","","Yes","","","","Nestled perfectly on Blue Cypress Lane in the exclusive, highly coveted subdivision of Palm Beach Polo Golf and Country Club, this 4 bed 4.5 bath features some of the best lake and golf course views bar none in the Polo Club. The property sits across a large lake and a wedge shot away from the famous island green Par 3 11th hole on the Cypress Course with lush preserve background views where you can entertain amongst the summer kitchen, spacious patio and sleek in-ground pool and spa. Architectural design style with all high end finishes that include ceramic tile and hardwood floors throughout.","5520","","2.00","","BLUE CYPRESS REPL AT PALM BEACH POLO & COUNTRY CLUB","Cash","33414","4.20","Wellington","","","M","7720.00","Yes","BLUE CYPRESS REPL AT PALM BEACH POLO & COUNTRY CLUB LT 30","","FL","3173","2022","55418.20","4","2.00","","","4699999.00","","","SF","26.63781","-80.243453","392.00","No","Yes","C","2023-05-01","","","","","","Yes","","Yes","","","","","","","","Yes","","","Yes","Y","","Adam Blauweiss","Equestrian Sotheby's International Realty Inc. (802501)","Casey Flannery","Equestrian Sotheby's International Realty Inc. (802501)",""
"RX-10859650","20","20","862 Edgebrook Lane","4","0","","2023-01-19","1099000.00","W","","00424405080001660","2023-05-01","1015000.00","3054.00","4008.00","2023-02-08","","2012","2012","","Yes","","","Complete","MOVE-IN READY!!! Stunning Lake Views from this Light and Bright, Elegant, Spacious, One-Level, Pool Home. Four Bedrooms, each with a Full Bath. 12 ft. Ceilings, Split Bedroom Floor Plan. Luxurious Owner's Suite Features His and Her Closets w/Built-in Shelving, Soaking Tub, Frameless Shower & Dual Vanities. Chef's Kitchen offers Double Ovens, Center Island and Gorgeous Carrara Marble Backsplash.    Den or 5th Bedroom w/Built-In Cabinets. Pool Heater to Warm your Salt-Water Pool; Hot Tub, Outdoor Kitchen w/Piped-In Propane. Fenced Backyard. Marble in Living Areas and Beautiful Wood in Bedrooms. Two New Trane AC Units. Brand New Gas Cooktop! Culligan whole home water filtration system.","5570","","2.00","","WELLINGTON VIEW","Cash","33411","4.00","Wellington","N","Palm Beach Central","M","11757.00","Yes","WELLINGTON VIEW LT 166","","FL","862","2022","13405.00","4","1.00","","","1099000.00","","","SF","26.663003","-80.183493","352.66","No","Yes","C","2023-05-01","Yes","","","Yes","","","Yes","Yes","","","","","","","","","","","Yes","Y","WELLINGTON VIEW","Lisa Fishman","Nicklaus Vance (303575)","Lisa Fishman","Nicklaus Vance (303575)",""
"RX-10876622","23","23","13334 Polo Club Road 224/225","2","0","","2023-03-26","525000.00","S","","73414416020071010","2023-05-01","525000.00","1400.00","1400.00","2023-04-18","","1979","","","","","Partial","","Ready to create the best Palm Beach Polo Bagattelle ever! Well located inside the West Gate, this ground floor home is gutted and ready for you to finish. Plans and permits approved by Village of Wellington. One bedroom plus a separate studio apartment, both with washer/dryer hookups and private entrances. Live in one side and rent the other. Buy now and have your new home ready for next season in an ideal location.","5520","","0.00","","BAGATTELLE CONDO","Cash","33414","2.00","Wellington","N","Wellington High Sch","M","0.00","No","BAGATTELLE COND BLDG G UNIT 101","","FL","13334","2022","4179.79","2","2.00","4","","525000.00","1.00","224/225","CD","26.642456","-80.256032","641.66","No","No","C","2023-05-01","Yes","Yes","","","","Yes","","Yes","","","","","","","","","","","","Y","PALM BEACH POLO","Martha Jolicoeur","Douglas Elliman (Wellington) (276530528)","Michael Regan","Douglas Elliman (Wellington) (276530528)",""
"RX-10865485","47","47","2120 Wingate Bend","2","0","","2023-02-10","395999.00","E","","73414410440090360","2023-05-01","360000.00","1852.00","2354.00","2023-03-29","","2006","2006","","Yes","Complete","","","Nicely updated 3-bedroom 2-bathroom Townhome with a 1 car garage. Mayfair at Wellington is a Gated 55+ community located in the heart of Wellington. Walking distance to all Wellington events including the Amphitheater, Boardwalk events, Community Pool, Restaurants and shopping. This unit has been updated with New Flooring, Appliances and a Brand New 2022 A/C unit. Open Floor Plan with plenty of light and a view of the pond. Community amenities include a heated sparkling pool, clubhouse and fitness center. All room measurements are estimated and should be verified. One occupant must be 55 years of age.","5520","","1.00","","MAYFAIR AT WELLINGTON CONDO","Convention","33414","2.00","Wellington","N","","M","43560.00","No","MAYFAIR AT WELLINGTON CONDOMINIUM UNIT 36 PH 9","","FL","2120","2022","4101.23","3","2.00","4","112.00","419900.00","2.00","","TH","26.651059","-80.23929","579.00","No","Yes","C","2023-05-01","","Yes","","Yes","","","Yes","","Yes","","","","","","","","Yes","","","Y","","Diane Souder","The Keyes Company (407177)","Brian Martin","United Realty Group, Inc (276533552)",""
"RX-10765418","427","427","3585 & 3549 & 3531 Olde Hampton Drive","7","1","","2021-12-17","29900000.00","N","","73414420090000260","2023-05-01","21675000.00","7086.00","21691.00","2023-02-17","","2001","","","Yes","","Complete","","Offered for sale for the first time. This is your opportunity to own one of the biggest farms in Grand Prix Village. This absolutely stunning facility has mature landscaping and ultimate privacy, with 3 gated entrances and security cameras throughout the property. Consisting of 3 parcels totaling 14.15 acres and located a mere 2/10ths of a mile to PBIEC showgrounds. No detail has been overlooked in this beautifully custom created farm. The main courtyard barn with 20 matted, Loddon stalls provides a comfortable, peaceful environment for your horses. Thoughtfully laid out 10 bedroom staff housing including a separate managers apartment. Horse amenities include: a 60' covered walker, a 150'x250' Bermuda mix grass jumping field and a 120'x270' sand arena with exceptional drainage. SEE MORE>>","5790","","1.00","","GRAND PRIX VILLAGE","Cash","33414","7.10","Wellington","","","M","14.15","No","GRAND PRIX FARMS PL 1, LT 26 & 27 & 28 & 29.","","FL","3585","2021","88181.00","13","2.00","","","35000000.00","","","SF","26.627912","-80.282547","2314.00","No","Yes","C","2023-05-01","","","","","","","","Yes","Yes","","","","","","","","","","","Y","","Maria Mendelsohn","Douglas Elliman (Wellington) (276530528)","Maria Mendelsohn","Douglas Elliman (Wellington) (276530528)",""
"RX-10862170","7","7","11842 Pebblewood Drive 202-B","2","2","","2023-01-30","850000.00","SE","","73414414110022020","2023-05-01","725000.00","1350.00","1350.00","2023-02-06","","1985","","","Yes","","","","Cozy two bedroom condo in the heart of the Palm Beach Polo Golf and Country  Club . Fully furnished ready to use  either as your home or rental income property. large screened in balcony  with beautiful water view great for entertaining.","5520","","0.00","","PEBBLEWOOD CONDO","Cash","33414","2.20","Wellington","","","M","43560.00","No","PEBBLEWOOD COND UNIT 202B","","FL","11842","2022","7098.22","2","1.00","","","850000.00","2.00","202-B","CD","26.646388","-80.2251","864.00","No","Yes","C","2023-05-01","Yes","Yes","","","","Yes","Yes","","","","","","","","","","Yes","","","Y","PALM BEACH POLO","Marc Darren Ulanowski","Equestrian Sotheby's International Realty Inc. (802501)","Kristina Gustafson","Southfields Real Estate, Inc. (966150)",""
"RX-10876287","6","6","12102 Regal Court S","2","1","","2023-03-24","330000.00","E","","73414410060000253","2023-04-28","330000.00","1622.00","1622.00","2023-03-30","","1979","","","Yes","","","Complete","Conveniently located 3 bedroom, 2 1/2 Bath Townhouse in the heart of Wellington.  The layout is great for family living.  The Townhouse overlooks canal in a secluded section of the community.  Close to shopping and Wellington Amphitheater.    This is a great opportunity for Owner Occupant or Investor.  Come take a tour.","5520","","0.00","","FRENCH QUARTER 2","Convention","33414","2.10","Wellington","","Wellington High Sch","M","1344.00","No","FRENCH QUARTER PLAT 2 SELY 1/4 OF LT 25","","FL","12102","2022","3921.22","3","2.00","","","330000.00","","","TH","26.657115","-80.236894","281.00","No","Yes","C","2023-05-01","","","","","","","","","","","","","","","","Yes","","","","N","Woodwind","Maureen Gross","Agent Group Realty (748004947)","Zoe Kaisen","Concierge Properties LLC (276649113)",""
"RX-10869785","20","20","1387 Mystic Court","2","0","","2023-02-28","679000.00","N","","73414410050050090","2023-04-28","650000.00","1904.00","2854.00","2023-03-20","","1979","","","Yes","Complete","","","This beautiful home is in the heart of Wellington Village. This four-bedroom 2 bath with heated pool home has it all. Water heater is from 2016, pool heater is from 2021, AC is from 2016. Pool pump is from 2023, the pool has led lights, inside a beautiful screen patio. Complete hurricane accordion shutters, split bedroom, granite counters in the kitchen with custom wood cabinets. The property has space to store a large boat or RV. No septic tank, house is connected to city water and city waste. Roof shingles are 3D shingles. Located near shops, schools and the Wellington Green Mall. This house Is perfect for a large family looking for a home that has it all. Will go fast!!!!!!!!!!!!!!!!","5520","","2.00","","SOUTH SHORE 3 OF WELLINGTON","Convention","33414","2.00","Wellington","","","N","12480.00","Yes","SOUTH SHORE NO 3 OF WELLINGTONLOT 9 BLK 5","","FL","1387","2022","6663.57","4","1.00","","","679000.00","","","SF","26.663048","-80.239225","","No","No","C","2023-05-01","","","","","","","","","","","","","","","","","","","Yes","N","","Gregory Salgado JR","Goldbay Realty Inc (276689232)","Christopher Kull","EXP Realty LLC (276554075)",""
